Counts,Lengths
566.0,30.0
0.0,30.316
0.0,30.632
509.0,30.948
0.0,31.264
0.0,31.58
520.0,31.896
0.0,32.212
0.0,32.528
471.0,32.844
0.0,33.16
0.0,33.476
528.0,33.792
0.0,34.108
0.0,34.424
499.0,34.74
0.0,35.056
0.0,35.372
445.0,35.688
0.0,36.004
0.0,36.32
0.0,36.636
427.0,36.952
0.0,37.268
0.0,37.584
430.0,37.9
0.0,38.216
0.0,38.532
416.0,38.848
0.0,39.164
0.0,39.480000000000004
352.0,39.796
0.0,40.112
0.0,40.428
387.0,40.744
0.0,41.06
0.0,41.376
381.0,41.692
0.0,42.008
0.0,42.324
0.0,42.64
349.0,42.956
0.0,43.272
0.0,43.588
324.0,43.903999999999996
0.0,44.22
0.0,44.536
315.0,44.852000000000004
0.0,45.168
0.0,45.484
364.0,45.8
0.0,46.116
0.0,46.432
325.0,46.748000000000005
0.0,47.064
0.0,47.379999999999995
311.0,47.696
0.0,48.012
0.0,48.328
0.0,48.644000000000005
346.0,48.96
0.0,49.275999999999996
0.0,49.592
319.0,49.908
0.0,50.224000000000004
0.0,50.54
341.0,50.856
0.0,51.172
0.0,51.488
346.0,51.804
0.0,52.120000000000005
0.0,52.436
354.0,52.751999999999995
0.0,53.068
0.0,53.384
361.0,53.7
0.0,54.016000000000005
0.0,54.332
0.0,54.647999999999996
360.0,54.964
0.0,55.28
0.0,55.596000000000004
348.0,55.912
0.0,56.228
0.0,56.544
335.0,56.86
0.0,57.176
0.0,57.492000000000004
350.0,57.808
0.0,58.123999999999995
0.0,58.44
373.0,58.756
0.0,59.072
0.0,59.388000000000005
350.0,59.704
0.0,60.019999999999996
0.0,60.336
0.0,60.652
358.0,60.968
0.0,61.284
0.0,61.6
392.0,61.916
0.0,62.232
0.0,62.548
371.0,62.864
0.0,63.18
0.0,63.496
353.0,63.812
0.0,64.128
0.0,64.444
444.0,64.75999999999999
0.0,65.076
0.0,65.392
388.0,65.708
0.0,66.024
0.0,66.34
0.0,66.656
427.0,66.97200000000001
0.0,67.28800000000001
0.0,67.604
396.0,67.92
0.0,68.23599999999999
0.0,68.55199999999999
409.0,68.868
0.0,69.184
0.0,69.5
457.0,69.816
0.0,70.132
0.0,70.44800000000001
490.0,70.76400000000001
0.0,71.08
0.0,71.396
399.0,71.712
0.0,72.02799999999999
0.0,72.344
0.0,72.66
455.0,72.976
0.0,73.292
0.0,73.608
486.0,73.924
0.0,74.24000000000001
0.0,74.556
462.0,74.872
0.0,75.188
0.0,75.50399999999999
456.0,75.82
0.0,76.136
0.0,76.452
494.0,76.768
0.0,77.084
0.0,77.4
502.0,77.71600000000001
0.0,78.03200000000001
0.0,78.348
0.0,78.664
524.0,78.98
0.0,79.29599999999999
0.0,79.612
508.0,79.928
0.0,80.244
0.0,80.56
496.0,80.876
0.0,81.19200000000001
0.0,81.50800000000001
511.0,81.824
0.0,82.14
0.0,82.456
555.0,82.77199999999999
0.0,83.088
0.0,83.404
584.0,83.72
0.0,84.036
0.0,84.352
0.0,84.668
649.0,84.98400000000001
0.0,85.3
0.0,85.616
620.0,85.932
0.0,86.24799999999999
0.0,86.564
625.0,86.88
0.0,87.196
0.0,87.512
647.0,87.828
0.0,88.144
0.0,88.46000000000001
658.0,88.77600000000001
0.0,89.092
0.0,89.408
704.0,89.724
0.0,90.03999999999999
0.0,90.356
0.0,90.672
720.0,90.988
0.0,91.304
0.0,91.62
685.0,91.936
0.0,92.25200000000001
0.0,92.568
734.0,92.884
0.0,93.2
0.0,93.51599999999999
809.0,93.832
0.0,94.148
0.0,94.464
774.0,94.78
0.0,95.096
0.0,95.412
800.0,95.728
0.0,96.044
0.0,96.36
0.0,96.676
824.0,96.992
0.0,97.308
0.0,97.624
838.0,97.94
0.0,98.256
0.0,98.572
861.0,98.888
0.0,99.20400000000001
0.0,99.52
865.0,99.836
0.0,100.152
0.0,100.468
910.0,100.784
0.0,101.1
0.0,101.416
879.0,101.732
0.0,102.048
0.0,102.364
0.0,102.68
905.0,102.996
0.0,103.312
0.0,103.628
1001.0,103.944
0.0,104.26
0.0,104.57600000000001
960.0,104.892
0.0,105.208
0.0,105.524
948.0,105.84
0.0,106.156
0.0,106.472
953.0,106.788
0.0,107.104
0.0,107.42
956.0,107.736
0.0,108.052
0.0,108.368
0.0,108.684
994.0,109.0
0.0,109.316
0.0,109.632
1014.0,109.94800000000001
0.0,110.264
0.0,110.58
1047.0,110.896
0.0,111.212
0.0,111.528
1036.0,111.844
0.0,112.16
0.0,112.476
1038.0,112.792
0.0,113.108
0.0,113.424
1020.0,113.74
0.0,114.056
0.0,114.372
1082.0,114.688
0.0,115.004
0.0,115.32000000000001
0.0,115.636
1061.0,115.952
0.0,116.268
0.0,116.584
1055.0,116.9
0.0,117.216
0.0,117.532
1055.0,117.848
0.0,118.164
0.0,118.48
1074.0,118.796
0.0,119.112
0.0,119.428
1107.0,119.744
0.0,120.06
0.0,120.376
1091.0,120.69200000000001
0.0,121.008
0.0,121.324
0.0,121.64
1133.0,121.956
0.0,122.272
0.0,122.588
1135.0,122.904
0.0,123.22
0.0,123.536
1100.0,123.852
0.0,124.168
0.0,124.484
1122.0,124.8
0.0,125.116
0.0,125.432
1100.0,125.748
0.0,126.06400000000001
0.0,126.38
1115.0,126.696
0.0,127.012
0.0,127.328
0.0,127.644
1133.0,127.96000000000001
0.0,128.276
0.0,128.59199999999998
1115.0,128.90800000000002
0.0,129.224
0.0,129.54000000000002
1097.0,129.856
0.0,130.172
0.0,130.488
1080.0,130.804
0.0,131.12
0.0,131.436
1045.0,131.752
0.0,132.06799999999998
0.0,132.38400000000001
1091.0,132.7
0.0,133.01600000000002
0.0,133.332
0.0,133.648
1064.0,133.964
0.0,134.28
0.0,134.596
1111.0,134.912
0.0,135.228
0.0,135.54399999999998
1042.0,135.86
0.0,136.176
0.0,136.49200000000002
1094.0,136.808
0.0,137.124
0.0,137.44
1053.0,137.756
0.0,138.072
0.0,138.388
1002.0,138.704
0.0,139.01999999999998
0.0,139.336
0.0,139.652
982.0,139.96800000000002
0.0,140.284
0.0,140.6
1013.0,140.916
0.0,141.232
0.0,141.548
980.0,141.864
0.0,142.18
0.0,142.49599999999998
1014.0,142.812
0.0,143.128
0.0,143.44400000000002
1017.0,143.76
0.0,144.07600000000002
0.0,144.392
942.0,144.708
0.0,145.024
0.0,145.34
0.0,145.656
982.0,145.97199999999998
0.0,146.288
0.0,146.60399999999998
996.0,146.92000000000002
0.0,147.236
0.0,147.55200000000002
1000.0,147.868
0.0,148.184
0.0,148.5
914.0,148.816
0.0,149.132
0.0,149.448
880.0,149.764
0.0,150.07999999999998
0.0,150.39600000000002
934.0,150.712
0.0,151.02800000000002
0.0,151.344
0.0,151.66
901.0,151.976
0.0,152.292
0.0,152.608
858.0,152.924
0.0,153.24
0.0,153.55599999999998
842.0,153.872
0.0,154.188
0.0,154.50400000000002
839.0,154.82
0.0,155.136
0.0,155.452
859.0,155.768
0.0,156.084
0.0,156.4
844.0,156.716
0.0,157.03199999999998
0.0,157.348
0.0,157.664
802.0,157.98000000000002
0.0,158.296
0.0,158.612
781.0,158.928
0.0,159.244
0.0,159.56
853.0,159.876
0.0,160.192
0.0,160.508
746.0,160.824
0.0,161.14000000000001
0.0,161.456
779.0,161.772
0.0,162.088
0.0,162.404
750.0,162.72
0.0,163.036
0.0,163.352
0.0,163.668
803.0,163.984
0.0,164.3
0.0,164.616
702.0,164.932
0.0,165.248
0.0,165.564
758.0,165.88
0.0,166.196
0.0,166.512
739.0,166.828
0.0,167.144
0.0,167.46
655.0,167.776
0.0,168.092
0.0,168.40800000000002
703.0,168.724
0.0,169.04
0.0,169.356
0.0,169.672
649.0,169.988
0.0,170.304
0.0,170.62
629.0,170.936
0.0,171.252
0.0,171.568
618.0,171.88400000000001
0.0,172.2
0.0,172.516
590.0,172.832
0.0,173.148
0.0,173.464
534.0,173.78
0.0,174.096
0.0,174.412
577.0,174.728
0.0,175.044
0.0,175.36
0.0,175.676
566.0,175.992
0.0,176.308
0.0,176.624
561.0,176.94
0.0,177.256
0.0,177.572
613.0,177.888
0.0,178.204
0.0,178.52
547.0,178.836
0.0,179.15200000000002
0.0,179.468
522.0,179.784
0.0,180.1
0.0,180.416
534.0,180.732
0.0,181.048
0.0,181.364
0.0,181.68
479.0,181.996
0.0,182.312
0.0,182.62800000000001
496.0,182.944
0.0,183.26
0.0,183.576
531.0,183.892
0.0,184.208
0.0,184.524
458.0,184.84
0.0,185.156
0.0,185.472
474.0,185.788
0.0,186.104
0.0,186.42
475.0,186.736
0.0,187.052
0.0,187.368
0.0,187.684
442.0,188.0
0.0,188.316
0.0,188.632
424.0,188.948
0.0,189.264
0.0,189.58
454.0,189.89600000000002
0.0,190.212
0.0,190.528
433.0,190.844
0.0,191.16
0.0,191.476
432.0,191.792
0.0,192.108
0.0,192.424
351.0,192.74
0.0,193.056
0.0,193.372
364.0,193.688
0.0,194.004
0.0,194.32
0.0,194.636
376.0,194.952
0.0,195.268
0.0,195.584
362.0,195.9
0.0,196.216
0.0,196.532
368.0,196.848
0.0,197.16400000000002
0.0,197.48
349.0,197.796
0.0,198.112
0.0,198.428
341.0,198.744
0.0,199.06
0.0,199.376
315.0,199.692
0.0,200.008
0.0,200.324
0.0,200.64000000000001
343.0,200.956
0.0,201.272
0.0,201.588
302.0,201.904
0.0,202.22
0.0,202.536
302.0,202.852
0.0,203.168
0.0,203.484
291.0,203.8
0.0,204.116
0.0,204.432
304.0,204.748
0.0,205.064
0.0,205.38
266.0,205.696
0.0,206.012
0.0,206.328
0.0,206.644
283.0,206.96
0.0,207.276
0.0,207.592
255.0,207.90800000000002
0.0,208.224
0.0,208.54
255.0,208.856
0.0,209.172
0.0,209.488
279.0,209.804
0.0,210.12
0.0,210.436
251.0,210.752
0.0,211.068
0.0,211.38400000000001
256.0,211.7
0.0,212.016
0.0,212.332
0.0,212.648
224.0,212.964
0.0,213.28
0.0,213.596
211.0,213.912
0.0,214.228
0.0,214.544
194.0,214.86
0.0,215.176
0.0,215.492
188.0,215.808
0.0,216.124
0.0,216.44
184.0,216.756
0.0,217.072
0.0,217.388
177.0,217.704
0.0,218.02
0.0,218.336
0.0,218.65200000000002
186.0,218.968
0.0,219.284
0.0,219.6
145.0,219.916
0.0,220.232
0.0,220.548
154.0,220.864
0.0,221.18
0.0,221.496
152.0,221.812
0.0,222.12800000000001
0.0,222.444
166.0,222.76
0.0,223.076
0.0,223.392
151.0,223.708
0.0,224.024
0.0,224.34
0.0,224.656
138.0,224.972
0.0,225.288
0.0,225.604
126.0,225.92000000000002
0.0,226.236
0.0,226.552
126.0,226.868
0.0,227.184
0.0,227.5
118.0,227.816
0.0,228.132
0.0,228.448
108.0,228.764
0.0,229.08
0.0,229.39600000000002
107.0,229.712
0.0,230.028
0.0,230.344
0.0,230.66
97.0,230.976
0.0,231.292
0.0,231.608
107.0,231.924
0.0,232.24
0.0,232.556
84.0,232.872
0.0,233.188
0.0,233.504
85.0,233.82
0.0,234.136
0.0,234.452
88.0,234.768
0.0,235.084
0.0,235.4
67.0,235.716
0.0,236.032
0.0,236.348
0.0,236.66400000000002
86.0,236.98
0.0,237.296
0.0,237.612
80.0,237.928
0.0,238.244
0.0,238.56
66.0,238.876
0.0,239.192
0.0,239.508
58.0,239.824
0.0,240.14000000000001
0.0,240.456
40.0,240.772
0.0,241.088
0.0,241.404
62.0,241.72
0.0,242.036
0.0,242.352
0.0,242.668
63.0,242.984
0.0,243.3
0.0,243.616
55.0,243.932
0.0,244.248
0.0,244.564
50.0,244.88
0.0,245.196
0.0,245.512
62.0,245.828
0.0,246.144
0.0,246.46
42.0,246.776
0.0,247.092
0.0,247.40800000000002
50.0,247.724
0.0,248.04
0.0,248.356
0.0,248.672
43.0,248.988
0.0,249.304
0.0,249.62
39.0,249.936
0.0,250.252
0.0,250.568
44.0,250.88400000000001
0.0,251.2
0.0,251.516
33.0,251.832
0.0,252.148
0.0,252.464
37.0,252.78
0.0,253.096
0.0,253.412
35.0,253.728
0.0,254.044
0.0,254.36
0.0,254.67600000000002
28.0,254.992
0.0,255.308
0.0,255.624
19.0,255.94
0.0,256.256
0.0,256.572
30.0,256.88800000000003
0.0,257.204
0.0,257.52
30.0,257.836
0.0,258.15200000000004
0.0,258.46799999999996
22.0,258.784
0.0,259.1
0.0,259.416
30.0,259.73199999999997
0.0,260.048
0.0,260.36400000000003
0.0,260.68
22.0,260.996
0.0,261.312
0.0,261.62800000000004
19.0,261.94399999999996
0.0,262.26
0.0,262.576
24.0,262.892
0.0,263.20799999999997
0.0,263.524
17.0,263.84000000000003
0.0,264.156
0.0,264.472
17.0,264.788
0.0,265.10400000000004
0.0,265.42
16.0,265.736
0.0,266.052
0.0,266.368
0.0,266.68399999999997
8.0,267.0
0.0,267.31600000000003
0.0,267.632
9.0,267.948
0.0,268.264
0.0,268.58000000000004
12.0,268.896
0.0,269.212
0.0,269.528
10.0,269.844
0.0,270.15999999999997
0.0,270.476
7.0,270.79200000000003
0.0,271.108
0.0,271.424
7.0,271.74
0.0,272.05600000000004
0.0,272.372
10.0,272.688
0.0,273.004
0.0,273.32
0.0,273.63599999999997
9.0,273.952
0.0,274.26800000000003
0.0,274.584
4.0,274.9
0.0,275.216
0.0,275.53200000000004
8.0,275.848
0.0,276.164
0.0,276.48
8.0,276.796
0.0,277.11199999999997
0.0,277.428
5.0,277.744
0.0,278.06
0.0,278.376
4.0,278.692
0.0,279.00800000000004
0.0,279.324
0.0,279.64
4.0,279.956
0.0,280.272
0.0,280.58799999999997
6.0,280.904
0.0,281.22
0.0,281.536
5.0,281.852
0.0,282.168
0.0,282.48400000000004
4.0,282.8
0.0,283.116
0.0,283.432
2.0,283.748
0.0,284.06399999999996
0.0,284.38
3.0,284.696
0.0,285.012
0.0,285.328
0.0,285.644
0.0,285.96000000000004
0.0,286.276
0.0,286.592
2.0,286.908
0.0,287.224
0.0,287.54
2.0,287.856
0.0,288.172
0.0,288.488
0.0,288.80400000000003
0.0,289.12
0.0,289.436
4.0,289.752
0.0,290.068
0.0,290.384
1.0,290.7
0.0,291.016
0.0,291.332
0.0,291.648
4.0,291.964
0.0,292.28000000000003
0.0,292.596
2.0,292.912
0.0,293.228
0.0,293.544
0.0,293.86
0.0,294.176
0.0,294.492
0.0,294.808
0.0,295.124
0.0,295.44
0.0,295.75600000000003
0.0,296.072
0.0,296.388
1.0,296.704
0.0,297.02
0.0,297.336
0.0,297.652
1.0,297.968
0.0,298.284
0.0,298.6
0.0,298.916
0.0,299.232
0.0,299.548
3.0,299.864
0.0,300.18
0.0,300.496
1.0,300.812
0.0,301.128
0.0,301.444
0.0,301.76
0.0,302.076
0.0,302.392
0.0,302.708
0.0,303.024
0.0,303.34
0.0,303.656
0.0,303.972
0.0,304.288
0.0,304.604
1.0,304.92
0.0,305.236
0.0,305.552
0.0,305.868
0.0,306.184
0.0,306.5
0.0,306.81600000000003
0.0,307.132
0.0,307.448
0.0,307.764
0.0,308.08
0.0,308.396
0.0,308.712
0.0,309.028
0.0,309.344
0.0,309.66
0.0,309.976
0.0,310.29200000000003
0.0,310.608
0.0,310.924
0.0,311.24
0.0,311.556
0.0,311.872
0.0,312.188
0.0,312.504
1.0,312.82
0.0,313.136
0.0,313.452
0.0,313.76800000000003
0.0,314.084
0.0,314.4
0.0,314.716
0.0,315.032
0.0,315.348
0.0,315.664
0.0,315.98
0.0,316.296
0.0,316.612
0.0,316.928
0.0,317.244
0.0,317.56
0.0,317.876
0.0,318.192
0.0,318.508
0.0,318.824
0.0,319.14
0.0,319.456
0.0,319.772
0.0,320.088
0.0,320.404
0.0,320.72
0.0,321.036
0.0,321.352
0.0,321.668
0.0,321.984
0.0,322.3
0.0,322.616
0.0,322.932
0.0,323.248
0.0,323.564
0.0,323.88
0.0,324.196
0.0,324.512
0.0,324.828
0.0,325.144
0.0,325.46
0.0,325.776
0.0,326.092
0.0,326.408
0.0,326.724
0.0,327.04
0.0,327.356
0.0,327.672
0.0,327.988
0.0,328.30400000000003
0.0,328.62
0.0,328.936
0.0,329.252
0.0,329.568
0.0,329.884
0.0,330.2
0.0,330.516
0.0,330.832
0.0,331.148
0.0,331.464
0.0,331.78000000000003
0.0,332.096
0.0,332.412
0.0,332.728
0.0,333.044
0.0,333.36
0.0,333.676
0.0,333.992
0.0,334.308
0.0,334.624
0.0,334.94
0.0,335.25600000000003
0.0,335.572
0.0,335.888
0.0,336.204
0.0,336.52
0.0,336.836
0.0,337.152
0.0,337.468
0.0,337.784
0.0,338.1
0.0,338.416
0.0,338.732
0.0,339.048
0.0,339.364
0.0,339.68
0.0,339.996
0.0,340.312
0.0,340.628
0.0,340.944
0.0,341.26
0.0,341.576
0.0,341.892
0.0,342.208
0.0,342.524
0.0,342.84
0.0,343.156
0.0,343.472
0.0,343.788
0.0,344.104
0.0,344.42
0.0,344.736
0.0,345.052
0.0,345.368
1.0,345.684
,346.0
